transaction_id,order_datetime,channel,payment_method,voucher_used,customer_id,phone_number,product_id,product_name,product_category,quantity,unit_price,revenue
T_012568,2025-10-25 12:13:00,Website,E-wallet,0,C_01421,942887621,P0035,Mexican Pizza Size M,Pizza,1,259000,259000
T_012568,2025-10-25 12:13:00,Website,E-wallet,0,C_01421,942887621,P0075,Fanta 1.5L,Drink,1,42000,42000
T_030052,2025-10-25 12:13:00,App,Card,0,C_03328,994472175,P0025,Sausage Pizza Size S,Pizza,1,109000,109000
T_030052,2025-10-25 12:13:00,App,Card,0,C_03328,994472175,P0072,Fanta 330ml,Drink,1,39000,39000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0041,Double Cheese Pizza Size M,Pizza,1,259000,259000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0019,Bacon Pizza Size S,Pizza,1,109000,109000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0074,Pepsi 1.5L,Drink,3,42000,126000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0079,Lemon Tea,Drink,1,35000,35000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0079,Lemon Tea,Drink,4,35000,140000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0080,Passion Fruit Tea,Drink,2,35000,70000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0080,Passion Fruit Tea,Drink,4,35000,140000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0056,Chicken Wings,Side Dish,1,89000,89000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0068,Seafood Salad,Side Dish,1,129000,129000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0061,Kimchi Fried Rice,Side Dish,1,99000,99000
T_017839,2025-10-25 12:21:00,Store,Cash,0,C_01986,999276346,P0064,Beef Pasta,Side Dish,1,129000,129000
T_020723,2025-10-25 12:23:00,Store,Unknown,1,C_02309,948147753,P0007,BBQ Chicken Pizza Size S,Pizza,2,109000,218000
T_020723,2025-10-25 12:23:00,Store,Card,1,C_02309,948147753,P0006,Hawaiian Pizza Size L,Pizza,1,249000,249000
T_020723,2025-10-25 12:23:00,Store,Card,1,C_02309,948147753,P0038,Teriyaki Pizza Size M,Pizza,1,259000,259000
T_020723,2025-10-25 12:23:00,Store,Card,1,C_02309,948147753,P0081,Mineral Water,Drink,4,20000,80000
T_020723,2025-10-25 12:23:00,Store,Card,1,C_02309,948147753,P0080,Passion Fruit Tea,Drink,1,35000,35000
T_020723,2025-10-25 12:23:00,Store,Card,1,C_02309,948147753,P0075,Fanta 1.5L,Drink,1,42000,42000
T_020723,2025-10-25 12:23:00,Store,Card,1,C_02309,948147753,P0053,Cheese Balls,Side Dish,2,69000,138000
T_020723,2025-10-25 12:23:00,Store,Card,1,C_02309,948147753,P0060,Fried Rice,Side Dish,1,89000,89000
T_021742,2025-10-25 12:35:00,Store,Cash,0,C_02432,947930657,P0026,Sausage Pizza Size M,Pizza,2,199000,398000
T_021742,2025-10-25 12:35:00,Store,Cash,0,C_02432,947930657,P0081,Mineral Water,Drink,1,20000,20000
T_021742,2025-10-25 12:35:00,Store,Cash,0,C_02432,947930657,P0057,Mozzarella Sticks,Side Dish,1,89000,89000
T_021742,2025-10-25 12:35:00,Store,Cash,0,C_02432,947930657,P0059,Baked Potato,Side Dish,2,79000,158000
T_005649,2025-10-25 12:36:00,App,Cash,1,C_00640,911855923,P0006,Hawaiian Pizza Size L,Pizza,2,249000,498000
T_005649,2025-10-25 12:36:00,App,Cash,1,C_00640,911855923,P0010,Seafood Pizza Size S,Pizza,1,109000,109000
T_005649,2025-10-25 12:36:00,App,Cash,1,C_00640,911855923,P0074,Pepsi 1.5L,Drink,2,42000,84000
T_005649,2025-10-25 12:36:00,App,Cash,1,C_00640,911855923,P0071,Pepsi 330ml,Drink,2,39000,78000
T_005649,2025-10-25 12:36:00,App,Cash,1,C_00640,911855923,P0074,Pepsi 1.5L,Drink,3,42000,126000
T_005649,2025-10-25 12:36:00,App,Cash,1,C_00640,911855923,P0069,Chicken Salad,Side Dish,1,99000,99000
T_005649,2025-10-25 12:36:00,App,Cash,1,C_00640,911855923,P0052,Chicken Nuggets,Side Dish,1,69000,69000
T_036918,2025-10-25 12:47:00,Website,E-wallet,0,C_04134,937830291,P0020,Bacon Pizza Size M,Pizza,1,199000,199000
T_036918,2025-10-25 12:47:00,Website,E-wallet,0,C_04134,937830291,P0001,Pepperoni Pizza Size S,Pizza,1,99000,99000
T_036918,2025-10-25 12:47:00,Website,E-wallet,0,C_04134,Unknown,P0076,Sprite 1.5L,Drink,4,42000,168000
T_036918,2025-10-25 12:47:00,Website,E-wallet,0,C_04134,937830291,P0072,Fanta 330ml,Drink,2,39000,78000
T_036918,2025-10-25 12:47:00,Website,E-wallet,0,C_04134,937830291,P0067,Caesar Salad,Side Dish,2,89000,178000
T_036918,2025-10-25 12:47:00,Website,E-wallet,0,C_04134,937830291,P0060,Fried Rice,Side Dish,1,89000,89000
T_043514,2025-10-25 12:52:00,Store,Cash,1,C_04835,917475147,P0034,Mexican Pizza Size S,Pizza,1,119000,119000
T_043514,2025-10-25 12:52:00,Store,Cash,1,C_04835,917475147,P0016,Veggie Pizza Size S,Pizza,1,99000,99000
T_043514,2025-10-25 12:52:00,Store,Cash,1,C_04835,917475147,P0078,Peach Tea,Drink,3,35000,105000
T_043514,2025-10-25 12:52:00,Store,Cash,1,C_04835,917475147,P0073,Sprite 330ml,Drink,1,39000,39000
T_043514,2025-10-25 12:52:00,Store,Cash,1,C_04835,917475147,P0057,Mozzarella Sticks,Side Dish,1,89000,89000
T_005118,2025-10-25 12:56:00,App,E-wallet,1,C_00591,928083122,P0020,Bacon Pizza Size M,Pizza,2,199000,398000
T_005118,2025-10-25 12:56:00,App,E-wallet,1,C_00591,928083122,P0076,Sprite 1.5L,Drink,3,42000,126000
T_044139,2025-10-25 12:58:00,App,E-wallet,0,C_04900,922036376,P0034,Mexican Pizza Size S,Pizza,1,119000,119000
T_044139,2025-10-25 12:58:00,App,E-wallet,0,C_04900,922036376,P0074,Pepsi 1.5L,Drink,2,42000,84000
T_044139,2025-10-25 12:58:00,App,E-wallet,0,C_04900,922036376,P0050,Potato Wedges,Side Dish,2,49000,98000
T_007500,2025-10-25 13:02:00,App,Cash,1,C_00828,920208709,P0003,Pepperoni Pizza Size L,Pizza,3,249000,747000
T_007500,2025-10-25 13:02:00,App,Cash,1,C_00828,920208709,P0072,Fanta 330ml,Drink,1,39000,39000
T_016828,2025-10-25 13:05:00,Store,Cash,1,C_01882,929096114,P0002,Pepperoni Pizza Size M,Pizza,1,149000,149000
T_016828,2025-10-25 13:05:00,Store,Cash,1,C_01882,929096114,P0073,Sprite 330ml,Drink,1,39000,39000
T_016828,2025-10-25 13:05:00,Store,Cash,1,C_01882,929096114,P0073,Sprite 330ml,Drink,4,39000,156000
T_016828,2025-10-25 13:05:00,Store,Cash,1,C_01882,929096114,P0079,Lemon Tea,Drink,1,35000,35000
T_016828,2025-10-25 13:05:00,Store,Cash,1,C_01882,929096114,P0062,Spaghetti Carbonara,Side Dish,1,119000,119000
T_016828,2025-10-25 13:05:00,Store,Cash,1,C_01882,929096114,P0066,Shrimp Tempura,Side Dish,2,149000,298000
T_016828,2025-10-25 13:05:00,Store,Cash,1,C_01882,929096114,P0053,Cheese Balls,Side Dish,1,69000,69000
T_044707,2025-10-25 13:12:00,App,Card,0,C_04964,946046646,P0002,Pepperoni Pizza Size M,Pizza,1,149000,149000
T_024904,2025-10-25 13:34:00,Website,E-wallet,0,C_02756,982017492,P0020,Bacon Pizza Size M,Pizza,1,199000,199000
T_024904,2025-10-25 13:34:00,Website,E-wallet,0,C_02756,982017492,P0038,Teriyaki Pizza Size M,Pizza,2,259000,518000
T_024904,2025-10-25 13:34:00,Website,E-wallet,0,C_02756,982017492,P0025,Sausage Pizza Size S,Pizza,1,109000,109000
T_024904,2025-10-25 13:34:00,Website,E-wallet,0,C_02756,982017492,P0073,Sprite 330ml,Drink,1,39000,39000
T_024904,2025-10-25 13:34:00,Website,E-wallet,0,C_02756,982017492,P0079,Lemon Tea,Drink,1,35000,35000
T_024904,2025-10-25 13:34:00,Website,E-wallet,0,C_02756,982017492,P0078,Peach Tea,Drink,1,35000,35000
T_024904,2025-10-25 13:34:00,Website,E-wallet,0,C_02756,Unknown,P0078,Peach Tea,Drink,3,35000,105000
T_024904,2025-10-25 13:34:00,Website,E-wallet,0,C_02756,982017492,P0066,Shrimp Tempura,Side Dish,1,149000,149000
T_024904,2025-10-25 13:34:00,Website,E-wallet,0,C_02756,Unknown,P0054,Corn Soup,Side Dish,1,59000,59000
T_012176,2025-10-25 13:35:00,Store,E-wallet,0,C_01379,985084590,P0041,Double Cheese Pizza Size M,Pizza,1,259000,259000
T_012176,2025-10-25 13:35:00,Store,E-wallet,0,C_01379,985084590,P0023,Mushroom Pizza Size M,Pizza,2,149000,298000
T_012176,2025-10-25 13:35:00,Store,E-wallet,0,C_01379,985084590,P0013,Cheese Pizza Size S,Pizza,1,99000,99000
T_012176,2025-10-25 13:35:00,Store,E-wallet,0,C_01379,985084590,P0079,Lemon Tea,Drink,2,35000,70000
T_012176,2025-10-25 13:35:00,Store,E-wallet,0,C_01379,985084590,P0080,Passion Fruit Tea,Drink,1,35000,35000
T_012176,2025-10-25 13:35:00,Store,E-wallet,0,C_01379,Unknown,P0081,Mineral Water,Drink,1,20000,20000
T_012176,2025-10-25 13:35:00,Store,E-wallet,0,C_01379,985084590,P0049,Onion Rings,Side Dish,1,49000,49000
T_012176,2025-10-25 13:35:00,Store,E-wallet,0,C_01379,985084590,P0056,Chicken Wings,Side Dish,1,89000,89000
T_012176,2025-10-25 13:35:00,Store,E-wallet,0,C_01379,985084590,P0054,Corn Soup,Side Dish,1,59000,59000
T_009979,2025-10-25 13:41:00,App,Cash,0,C_01113,957348559,P0017,Veggie Pizza Size M,Pizza,1,149000,149000
T_009979,2025-10-25 13:41:00,App,Cash,0,C_01113,957348559,P0023,Mushroom Pizza Size M,Pizza,1,149000,149000
T_009979,2025-10-25 13:41:00,App,Cash,0,C_01113,957348559,P0076,Sprite 1.5L,Drink,1,42000,42000
T_009979,2025-10-25 13:41:00,App,Cash,0,C_01113,957348559,P0080,Passion Fruit Tea,Drink,2,35000,70000
T_009979,2025-10-25 13:41:00,App,Cash,0,C_01113,957348559,P0080,Passion Fruit Tea,Drink,1,35000,35000
T_009979,2025-10-25 13:41:00,App,Cash,0,C_01113,957348559,P0076,Sprite 1.5L,Drink,2,42000,84000
T_009979,2025-10-25 13:41:00,App,Cash,0,C_01113,957348559,P0069,Chicken Salad,Side Dish,1,99000,99000
T_042593,2025-10-25 13:46:00,Store,E-wallet,0,C_04753,942831792,P0026,Sausage Pizza Size M,Pizza,1,199000,199000
T_042593,2025-10-25 13:46:00,Store,E-wallet,0,C_04753,942831792,P0003,Pepperoni Pizza Size L,Pizza,1,249000,249000
T_042593,2025-10-25 13:46:00,Store,E-wallet,0,C_04753,942831792,P0073,Sprite 330ml,Drink,3,39000,117000
T_042593,2025-10-25 13:46:00,Store,E-wallet,0,C_04753,942831792,P0077,Milk Tea,Drink,2,35000,70000
T_042593,2025-10-25 13:46:00,Store,E-wallet,0,C_04753,942831792,P0076,Sprite 1.5L,Drink,1,42000,42000
T_042593,2025-10-25 13:46:00,Store,E-wallet,0,C_04753,942831792,P0063,Spaghetti Bolognese,Side Dish,1,119000,119000
T_043180,2025-10-25 14:08:00,App,E-wallet,1,C_04803,947667030,P0023,Mushroom Pizza Size M,Pizza,1,149000,149000
T_043180,2025-10-25 14:08:00,App,E-wallet,1,C_04803,947667030,P0073,Sprite 330ml,Drink,1,39000,39000
T_043180,2025-10-25 14:08:00,App,E-wallet,1,C_04803,947667030,P0056,Chicken Wings,Side Dish,1,89000,89000
T_014146,2025-10-25 14:10:00,App,Cash,0,C_01587,965413558,P0080,Passion Fruit Tea,Drink,2,35000,70000
T_014146,2025-10-25 14:10:00,App,Cash,0,C_01587,965413558,P0059,Baked Potato,Side Dish,1,79000,79000
T_013986,2025-10-25 14:33:00,Website,E-wallet,0,C_01571,997079843,P0015,Cheese Pizza Size L,Pizza,1,249000,249000
T_014913,2025-10-25 14:38:00,App,E-wallet,0,C_01688,977011849,P0043,Supreme Pizza Size S,Pizza,1,119000,119000
T_014913,2025-10-25 14:38:00,App,E-wallet,0,C_01688,977011849,P0077,Milk Tea,Drink,1,35000,35000
T_036863,2025-10-25 15:02:00,App,Card,1,C_04124,972874805,P0018,Veggie Pizza Size L,Pizza,2,249000,498000
T_001748,2025-10-25 15:06:00,Store,Cash,0,C_00192,962779053,P0002,Pepperoni Pizza Size M,Pizza,1,149000,149000
T_001748,2025-10-25 15:06:00,Store,Cash,0,C_00192,962779053,P0077,Milk Tea,Drink,2,35000,70000
T_001748,2025-10-25 15:06:00,Store,Cash,0,C_00192,962779053,P0079,Lemon Tea,Drink,2,35000,70000
T_001748,2025-10-25 15:06:00,Store,Cash,0,C_00192,962779053,P0065,Fried Squid,Side Dish,2,139000,278000
T_021765,2025-10-25 15:18:00,Store,E-wallet,1,C_02435,964214903,P0028,Beef Pizza Size S,Pizza,1,109000,109000
T_021765,2025-10-25 15:18:00,Store,E-wallet,1,C_02435,964214903,P0013,Cheese Pizza Size S,Pizza,1,99000,99000
T_021765,2025-10-25 15:18:00,Store,E-wallet,1,C_02435,964214903,P0072,Fanta 330ml,Drink,1,39000,39000
T_021765,2025-10-25 15:18:00,Store,E-wallet,1,C_02435,964214903,P0075,Fanta 1.5L,Drink,3,42000,126000
T_021765,2025-10-25 15:18:00,Store,E-wallet,1,C_02435,964214903,P0074,Pepsi 1.5L,Drink,2,42000,84000
T_021765,2025-10-25 15:18:00,Store,E-wallet,1,C_02435,964214903,P0064,Beef Pasta,Side Dish,3,129000,387000
T_021765,2025-10-25 15:18:00,Store,E-wallet,1,C_02435,964214903,P0066,Shrimp Tempura,Side Dish,1,149000,149000
T_001964,2025-10-25 15:23:00,Store,Card,0,C_00221,968081524,P0020,Bacon Pizza Size M,Pizza,1,199000,199000
T_001964,2025-10-25 15:23:00,Store,Card,0,C_00221,968081524,P0076,Sprite 1.5L,Drink,2,42000,84000
T_001964,2025-10-25 15:23:00,Store,Card,0,C_00221,968081524,P0078,Peach Tea,Drink,2,35000,70000
T_001964,2025-10-25 15:23:00,Store,Card,0,C_00221,968081524,P0078,Peach Tea,Drink,1,35000,35000
T_001964,2025-10-25 15:23:00,Store,Card,0,C_00221,Unknown,P0055,Pumpkin Soup,Side Dish,2,59000,118000
T_031829,2025-10-25 16:03:00,App,E-wallet,0,C_03527,950714187,P0010,Seafood Pizza Size S,Pizza,2,109000,218000
T_031829,2025-10-25 16:03:00,App,E-wallet,0,C_03527,950714187,P0068,Seafood Salad,Side Dish,1,129000,129000
T_011234,2025-10-25 16:09:00,App,Card,1,C_01276,934573190,P0034,Mexican Pizza Size S,Pizza,3,119000,357000
T_011234,2025-10-25 16:09:00,App,Card,1,C_01276,934573190,P0003,Pepperoni Pizza Size L,Pizza,1,249000,249000
T_011234,2025-10-25 16:09:00,App,Card,1,C_01276,934573190,P0072,Fanta 330ml,Drink,2,39000,78000
T_011234,2025-10-25 16:09:00,App,Card,1,C_01276,934573190,P0052,Chicken Nuggets,Side Dish,1,69000,69000
T_011234,2025-10-25 16:09:00,App,Card,1,C_01276,934573190,P0058,Fried Sausage,Side Dish,1,79000,79000
T_021523,2025-10-25 16:09:00,Store,E-wallet,0,C_02408,961269645,P0032,Tuna Pizza Size M,Pizza,1,259000,259000
T_021523,2025-10-25 16:09:00,Store,E-wallet,0,C_02408,961269645,P0019,Bacon Pizza Size S,Pizza,1,109000,109000
T_021523,2025-10-25 16:09:00,Store,E-wallet,0,C_02408,961269645,P0043,Supreme Pizza Size S,Pizza,1,119000,119000
T_021523,2025-10-25 16:09:00,Store,Unknown,0,C_02408,961269645,P0077,Milk Tea,Drink,1,35000,35000
T_021523,2025-10-25 16:09:00,Store,E-wallet,0,C_02408,961269645,P0073,Sprite 330ml,Drink,4,39000,156000
T_021523,2025-10-25 16:09:00,Store,E-wallet,0,C_02408,961269645,P0075,Fanta 1.5L,Drink,1,42000,42000
T_021523,2025-10-25 16:09:00,Store,E-wallet,0,C_02408,961269645,P0070,Taco Fries,Side Dish,1,79000,79000
T_021523,2025-10-25 16:09:00,Store,Card,0,C_02408,961269645,P0066,Shrimp Tempura,Side Dish,1,149000,149000
T_037429,2025-10-25 16:11:00,Store,E-wallet,0,C_04185,993210816,P0028,Beef Pizza Size S,Pizza,1,109000,109000
T_037429,2025-10-25 16:11:00,Store,E-wallet,0,C_04185,993210816,P0075,Fanta 1.5L,Drink,1,42000,42000
T_037429,2025-10-25 16:11:00,Store,E-wallet,0,C_04185,993210816,P0071,Pepsi 330ml,Drink,2,39000,78000
T_037429,2025-10-25 16:11:00,Store,Unknown,0,C_04185,993210816,P0076,Sprite 1.5L,Drink,2,42000,84000
T_037429,2025-10-25 16:11:00,Store,E-wallet,0,C_04185,993210816,P0059,Baked Potato,Side Dish,1,79000,79000
T_037429,2025-10-25 16:11:00,Store,E-wallet,0,C_04185,993210816,P0070,Taco Fries,Side Dish,1,79000,79000
T_037252,2025-10-25 16:16:00,App,E-wallet,0,C_04168,949941388,P0002,Pepperoni Pizza Size M,Pizza,2,149000,298000
T_037252,2025-10-25 16:16:00,App,E-wallet,0,C_04168,949941388,P0080,Passion Fruit Tea,Drink,1,35000,35000
T_037252,2025-10-25 16:16:00,App,E-wallet,0,C_04168,949941388,P0057,Mozzarella Sticks,Side Dish,1,89000,89000
T_014932,2025-10-25 16:25:00,Website,Cash,0,C_01689,941040487,P0028,Beef Pizza Size S,Pizza,1,109000,109000
T_014932,2025-10-25 16:25:00,Website,Cash,0,C_01689,941040487,P0024,Mushroom Pizza Size L,Pizza,2,249000,498000
T_014932,2025-10-25 16:25:00,Website,Cash,0,C_01689,941040487,P0074,Pepsi 1.5L,Drink,1,42000,42000
T_014932,2025-10-25 16:25:00,Website,Cash,0,C_01689,941040487,P0078,Peach Tea,Drink,1,35000,35000
T_014932,2025-10-25 16:25:00,Website,Cash,0,C_01689,941040487,P0055,Pumpkin Soup,Side Dish,2,59000,118000
T_021256,2025-10-25 16:53:00,Website,E-wallet,0,C_02380,963834539,P0026,Sausage Pizza Size M,Pizza,1,199000,199000
T_021256,2025-10-25 16:53:00,Website,E-wallet,0,C_02380,963834539,P0011,Seafood Pizza Size M,Pizza,1,199000,199000
T_021256,2025-10-25 16:53:00,Website,E-wallet,0,C_02380,963834539,P0007,BBQ Chicken Pizza Size S,Pizza,1,109000,109000
T_021256,2025-10-25 16:53:00,Website,E-wallet,0,C_02380,963834539,P0073,Sprite 330ml,Drink,3,39000,117000
T_021256,2025-10-25 16:53:00,Website,E-wallet,0,C_02380,963834539,P0077,Milk Tea,Drink,4,35000,140000
T_021256,2025-10-25 16:53:00,Website,E-wallet,0,C_02380,963834539,P0071,Pepsi 330ml,Drink,2,39000,78000
T_021256,2025-10-25 16:53:00,Website,E-wallet,0,C_02380,963834539,P0072,Fanta 330ml,Drink,4,39000,156000
T_021256,2025-10-25 16:53:00,Website,E-wallet,0,C_02380,963834539,P0060,Fried Rice,Side Dish,1,89000,89000
T_021256,2025-10-25 16:53:00,Website,E-wallet,0,C_02380,963834539,P0064,Beef Pasta,Side Dish,3,129000,387000
T_021256,2025-10-25 16:53:00,Website,E-wallet,0,C_02380,963834539,P0047,Garlic Bread,Side Dish,1,39000,39000
T_012609,2025-10-25 17:10:00,App,Cash,0,C_01425,984754088,P0077,Milk Tea,Drink,2,35000,70000
T_012609,2025-10-25 17:10:00,App,Cash,0,C_01425,984754088,P0071,Pepsi 330ml,Drink,1,39000,39000
T_012609,2025-10-25 17:10:00,App,Cash,0,C_01425,984754088,P0077,Milk Tea,Drink,1,35000,35000
T_012609,2025-10-25 17:10:00,App,Cash,0,C_01425,984754088,P0052,Chicken Nuggets,Side Dish,1,69000,69000
T_003175,2025-10-25 17:32:00,Store,E-wallet,0,C_00377,914239007,P0002,Pepperoni Pizza Size M,Pizza,1,149000,149000
T_003175,2025-10-25 17:32:00,Store,E-wallet,0,C_00377,914239007,P0079,Lemon Tea,Drink,1,35000,35000
T_003175,2025-10-25 17:32:00,Store,E-wallet,0,C_00377,914239007,P0048,Toast Bread,Side Dish,1,39000,39000
T_024805,2025-10-25 17:55:00,Store,Card,1,C_02752,925892112,P0037,Teriyaki Pizza Size S,Pizza,2,119000,238000
T_024805,2025-10-25 17:55:00,Store,Card,1,C_02752,925892112,P0007,BBQ Chicken Pizza Size S,Pizza,1,109000,109000
T_024805,2025-10-25 17:55:00,Store,Card,1,C_02752,925892112,P0019,Bacon Pizza Size S,Pizza,2,109000,218000
T_024805,2025-10-25 17:55:00,Store,Card,1,C_02752,925892112,P0071,Pepsi 330ml,Drink,3,39000,117000
T_024805,2025-10-25 17:55:00,Store,Card,1,C_02752,925892112,P0074,Pepsi 1.5L,Drink,1,42000,42000
T_024805,2025-10-25 17:55:00,Store,Card,1,C_02752,925892112,P0081,Mineral Water,Drink,2,20000,40000
T_024805,2025-10-25 17:55:00,Store,Card,1,C_02752,925892112,P0056,Chicken Wings,Side Dish,3,89000,267000
T_024805,2025-10-25 17:55:00,Store,Card,1,C_02752,925892112,P0048,Toast Bread,Side Dish,1,39000,39000
T_024805,2025-10-25 17:55:00,Store,Card,1,C_02752,925892112,P0050,Potato Wedges,Side Dish,1,49000,49000
T_038826,2025-10-25 18:00:00,Store,Cash,0,C_04346,911648672,P0035,Mexican Pizza Size M,Pizza,1,259000,259000
T_038826,2025-10-25 18:00:00,Store,Cash,0,C_04346,911648672,P0017,Veggie Pizza Size M,Pizza,1,149000,149000
T_038826,2025-10-25 18:00:00,Store,Cash,0,C_04346,911648672,P0074,Pepsi 1.5L,Drink,1,42000,42000
T_038826,2025-10-25 18:00:00,Store,Cash,0,C_04346,911648672,P0075,Fanta 1.5L,Drink,2,42000,84000
T_038826,2025-10-25 18:00:00,Store,Cash,0,C_04346,911648672,P0047,Garlic Bread,Side Dish,1,39000,39000
T_002099,2025-10-25 18:04:00,Store,E-wallet,1,C_00242,Unknown,P0013,Cheese Pizza Size S,Pizza,1,99000,99000
T_002099,2025-10-25 18:04:00,Store,E-wallet,1,C_00242,941830458,P0016,Veggie Pizza Size S,Pizza,1,99000,99000
T_002099,2025-10-25 18:04:00,Store,E-wallet,1,C_00242,941830458,P0013,Cheese Pizza Size S,Pizza,4,99000,396000
T_002099,2025-10-25 18:04:00,Store,E-wallet,1,C_00242,941830458,P0077,Milk Tea,Drink,4,35000,140000
T_002099,2025-10-25 18:04:00,Store,E-wallet,1,C_00242,941830458,P0072,Fanta 330ml,Drink,1,39000,39000
T_002099,2025-10-25 18:04:00,Store,E-wallet,1,C_00242,941830458,P0080,Passion Fruit Tea,Drink,2,35000,70000
T_002099,2025-10-25 18:04:00,Store,E-wallet,1,C_00242,941830458,P0075,Fanta 1.5L,Drink,1,42000,42000
T_002099,2025-10-25 18:04:00,Store,E-wallet,1,C_00242,941830458,P0067,Caesar Salad,Side Dish,3,89000,267000
T_003464,2025-10-25 18:12:00,App,Cash,0,C_00405,974126675,P0025,Sausage Pizza Size S,Pizza,1,109000,109000
T_003464,2025-10-25 18:12:00,App,Cash,0,C_00405,974126675,P0076,Sprite 1.5L,Drink,1,42000,42000
T_043436,2025-10-25 18:20:00,Website,Cash,1,C_04829,984157262,P0034,Mexican Pizza Size S,Pizza,1,119000,119000
T_043436,2025-10-25 18:20:00,Website,Cash,1,C_04829,984157262,P0029,Beef Pizza Size M,Pizza,2,199000,398000
T_043436,2025-10-25 18:20:00,Website,Cash,1,C_04829,984157262,P0075,Fanta 1.5L,Drink,2,42000,84000
T_043436,2025-10-25 18:20:00,Website,Cash,1,C_04829,984157262,P0071,Pepsi 330ml,Drink,2,39000,78000
T_043436,2025-10-25 18:20:00,Website,Cash,1,C_04829,984157262,P0048,Toast Bread,Side Dish,2,39000,78000
T_043436,2025-10-25 18:20:00,Website,Cash,1,C_04829,984157262,P0053,Cheese Balls,Side Dish,3,69000,207000
T_006599,2025-10-25 18:22:00,App,Cash,0,C_00730,932035359,P0032,Tuna Pizza Size M,Pizza,4,259000,1036000
T_006599,2025-10-25 18:22:00,App,Cash,0,C_00730,932035359,P0043,Supreme Pizza Size S,Pizza,2,119000,238000
T_006599,2025-10-25 18:22:00,App,Cash,0,C_00730,932035359,P0010,Seafood Pizza Size S,Pizza,1,109000,109000
T_006599,2025-10-25 18:22:00,App,Cash,0,C_00730,932035359,P0081,Mineral Water,Drink,1,20000,20000
T_006599,2025-10-25 18:22:00,App,Cash,0,C_00730,932035359,P0079,Lemon Tea,Drink,2,35000,70000
T_006599,2025-10-25 18:22:00,App,Cash,0,C_00730,932035359,P0073,Sprite 330ml,Drink,3,39000,117000
T_006599,2025-10-25 18:22:00,App,Cash,0,C_00730,932035359,P0074,Pepsi 1.5L,Drink,2,42000,84000
T_006599,2025-10-25 18:22:00,App,Cash,0,C_00730,932035359,P0054,Corn Soup,Side Dish,1,59000,59000
T_006599,2025-10-25 18:22:00,App,Cash,0,C_00730,932035359,P0064,Beef Pasta,Side Dish,2,129000,258000
T_042940,2025-10-25 18:27:00,App,Cash,0,C_04785,929371980,P0011,Seafood Pizza Size M,Pizza,1,199000,199000
T_042940,2025-10-25 18:27:00,App,Cash,0,C_04785,Unknown,P0078,Peach Tea,Drink,2,35000,70000
T_042940,2025-10-25 18:27:00,App,Cash,0,C_04785,929371980,P0074,Pepsi 1.5L,Drink,2,42000,84000
T_042940,2025-10-25 18:27:00,App,Cash,0,C_04785,929371980,P0067,Caesar Salad,Side Dish,1,89000,89000
T_023669,2025-10-25 18:33:00,Store,Cash,0,C_02639,924901979,P0026,Sausage Pizza Size M,Pizza,1,199000,199000
T_023669,2025-10-25 18:33:00,Store,Cash,0,C_02639,924901979,P0073,Sprite 330ml,Drink,2,39000,78000
T_023669,2025-10-25 18:33:00,Store,Cash,0,C_02639,924901979,P0053,Cheese Balls,Side Dish,2,69000,138000
T_013680,2025-10-25 18:46:00,App,Cash,1,C_01529,993060281,P0037,Teriyaki Pizza Size S,Pizza,1,119000,119000
T_013680,2025-10-25 18:46:00,App,Cash,1,C_01529,993060281,P0010,Seafood Pizza Size S,Pizza,1,109000,109000
T_013680,2025-10-25 18:46:00,App,Cash,1,C_01529,Unknown,P0079,Lemon Tea,Drink,2,35000,70000
T_013680,2025-10-25 18:46:00,App,Cash,1,C_01529,993060281,P0081,Mineral Water,Drink,1,20000,20000
T_013680,2025-10-25 18:46:00,App,Cash,1,C_01529,993060281,P0063,Spaghetti Bolognese,Side Dish,1,119000,119000
T_013680,2025-10-25 18:46:00,App,Cash,1,C_01529,993060281,P0066,Shrimp Tempura,Side Dish,1,149000,149000
T_013680,2025-10-25 18:46:00,App,Cash,1,C_01529,993060281,P0048,Toast Bread,Side Dish,2,39000,78000
T_008667,2025-10-25 18:51:00,Store,E-wallet,0,C_00957,976587851,P0017,Veggie Pizza Size M,Pizza,1,149000,149000
T_028957,2025-10-25 18:56:00,App,Card,0,C_03202,973001395,P0041,Double Cheese Pizza Size M,Pizza,1,259000,259000
T_028957,2025-10-25 18:56:00,App,Card,0,C_03202,973001395,P0011,Seafood Pizza Size M,Pizza,1,199000,199000
T_028957,2025-10-25 18:56:00,App,Card,0,C_03202,973001395,P0076,Sprite 1.5L,Drink,2,42000,84000
T_028957,2025-10-25 18:56:00,App,Card,0,C_03202,973001395,P0072,Fanta 330ml,Drink,3,39000,117000
